blimpish	a	'blimpiʃ	ngoan cố phản động
blimpishness	n	'blimpiʃnis	tính ngoan cố phản động
blind	a	blaind	đui mù
blindage	n	'blaindidʤ	luỹ chắn công sự
blinders	n	'blaindəz	miếng che mắt
blindfold	a	'blaindfould	bị bịt mắt
blindfolded	n		xem blindfold
blinding	n	'blaindgʌt	đá dăm lấp khe nứt ở đường mới làm
blindly	d	'blaindli	mù, mù quáng
blindness	n	'blaindnis	sự đui mù
blingual	a	bai'liɳgwəl	biết nói hai thứ tiếng
blink	n	bliɳk	cái nháy mắt, cái chớp mắt
blinker	n	'bliɳkə	miếng che mắt
blinking	n		chớp tắt, nhấp nháy
blip	n		đốm sáng trên màn hình radar
bliss	n	blis	hạnh phúc, niềm vui sướng nhất
blissful	a	'blisful	hạnh phúc, sung sướng
blissfully	d		hạnh phúc, sung sướng
blissfulness	n	'blisfulnis	niềm hạnh phúc, nỗi sung sướng
blister	n	'blistə	vết bỏng giộp, chỗ giộp da
blistering	a		nghiêm khắc, sắc bén
blistery	a	'blistəri	giộp lên, có nhiều chỗ bỏng giộp
blithe	a	blaið	sung sướng, vui vẻ
blithering	a	'bliðəriɳ/ (blithesome) /'blaiðsəm	ba hoa, nói huyên thiên
blithesome	a	blaið	sung sướng, vui vẻ
blitz	n	blits	chiến tranh chớp nhoáng
blitzkrieg	n	'blitskri:g	chiến tranh chớp nhoáng
blizzard	n	'blizəd	trận bão tuyết
bloat	v	blout	muối và hun khói
bloated	a	'bloutid	húp híp, béo phị
bloater	n	'bloutə	cá trích muối hun khói
blob	n	blɔb	giọt nước
bloc	n	blɔk	khối
block	n	blɔk	khối, tảng
blockade	n	blɔ'keid	sự phong toả, sự bao vây
blockage	n		sự bao vây, tình trang bị bao vây
blockbuster	n		bom tấn
blocker	n		xem block
blockhead	n	'blɔkhəd	người ngu dốt, người đần độn
blockhouse	n	'blɔkhaus	lô cốt
blocking	n		khóa, chặn
blockish	a	'blɔkiʃ	như khối, như tảng
bloke	n	blouk	gã, chàng
blond	a	blɔnd/ (blonde) /blɔnd	vàng hoe
blonde	n	blɔnd	cô gái tóc hoe, người đàn bà tóc hoe
blood	n	blʌd	máu, huyết
blooded	a		dòng giống tốt, thuần chủng
bloodhound	n	'blʌdhaund	chó dò thú, chó đánh hơi
bloodily	d	'blʌdili	tàn bạo, khát máu
bloodiness	n	'blʌdinis	tính tàn bạo, tính khát máu
bloodless	a	'blʌdlis	không có máu, tái nhợt
bloodline	n		dòng dõi huyết thống
bloodshed	n	'blʌdʃed	sự đổ máu, sự chém giết
bloodshot	a	'blʌdʃɔt	đỏ ngàu
bloodstream	n		dòng máu trong cơ thể
bloodsucker	n		động vật hút máu
bloodsucking	n		xem bloodsucker
bloodthirstiness	n	'blʌd,θə':stinis	tính khát máu, tính tàn bạo
bloodthirsty	a	'blʌd,θə:sti	khát máu, tàn bạo
bloody	a	'blʌdi	vấy máu, đẫm máu
bloom	n	blu:m	hoa
bloomer	n	'blu:mə	lỗi lầm lớn, điều sai lầm lớn
bloomers	n	'blu:məz	quần buộc túm
blooming	a	'blu:miɳ	đang nở hoa
blossom	n	'blɔsəm	hoa
blot	n	blɔt	điểm yếu
blotch	n	blɔtʃ	nhọt sưng tấy, chỗ sưng tấy
blotched	a	blɔtʃt/ (blotchy) /'blɔtʃi	có vết bẩn, đầy vết bẩn
blotchy	a	blɔtʃt/ (blotchy) /'blɔtʃi	có vết bẩn, đầy vết bẩn
blotter	n	'blɔtə	bàn thấm
blotto	a	'blɔtou	say khướt, say mèm
blouse	n	blauz	áo cánh
blow	n	blou	cú đánh đòn
blowback	n		sự nạp đạn tự động
blower	n	'blouə	ống bễ
blowfly	n	'blouflai	ruồi xanh, nhặng
blowgun	n	'blougʌn	ống xì đồng
blowhard	n	'blouhɑ:d	, anh chàng huênh hoang khoác lác
blowhole	n	'blouhoul	lỗ phun nước
blowlamp	n	'bloulæmp/ (blowtorch) /'bloutɔ:tʃ	đèn hàn
blown	n	blou	cú đánh đòn
blowpipe	n	'bloupaip	ống hàn
blowtorch	n	'bloulæmp/ (blowtorch) /'bloutɔ:tʃ	đèn hàn
blowtube	n	'bloutju:b	ống thổi thuỷ tinh
blowy	a	'bloui	có gió, lộng gió
blowzed	a	blauzd/ (blowzy) /'blauzi	thô kệch
blowzy	a	blauzd/ (blowzy) /'blauzi	thô kệch
blub	v	blʌb	khóc, vãi nước đái )
blubber	n	'blʌbə	mỡ cá voi
bluchers	n	'blu:tʃəz	giày cao cổ
bludgeon	n	'blʌdʤən	cái dùi cui
blue	a	blu:	xanh
bluebeard	n	'blu:biəd	anh chàng chiều vợ
bluebell	n	'blu:bel	cây hoa chuông lá tròn
blueberry	n		cây việt quất
bluebird	n		chim sơn ca
bluebottle	n	'blu:,bɔtl	con ruồi xanh, con nhặng
bluejacket	n	'blu:,dʤækit	thuỷ thủ, linh thuỷ
blueprint	v	'blu:'ribən	thiết kế, lên kế hoạch
bluestocking	n	'blu:,stɔkiɳ	nữ học giả, nữ sĩ
bluesy	n		xem blues
bluet	n	'blu:it	cây cúc thỉ xa
bluey	n		cái chăn
bluff	a	blʌf	có dốc đứng
bluish	a	'blu:iʃ	hơi xanh, xanh xanh
blunder	n	'blʌndə	điều sai lầm, ngớ ngẩn
blunderbuss	n	'blʌndəbʌs	súng etpigôn
blunderer	n	'blʌndərə	người hay mắc sai lầm ngớ ngẩn
blunderhead	n	'blʌndəhed	người khờ dại, người ngu ngốc
blunt	a	blʌnt	cùn
bluntly	d	'blʌntli	lỗ mãng, không giữ ý tứ
bluntness	n	'blʌntnis	sự cùn
blur	n	blə:	cảnh mờ, dáng mập mờ
blurb	n	blə:b	lời quảng cáo sách, lời giới thiệu sách
blurred	n		nhòe
blurry	n		xem blur
blurt	v	blə:t	thốt ra, nói buột ra
blush	n	blʌʃ	sự đỏ mặt
blushing	a	'blʌʃiɳ	đỏ mặt, bẽn lẽn
bluster	n	'blʌstə	tiếng ầm ầm, tiếng ào ào
bo	i	bou	suỵt!
boa	n	'bouə	con trăn Nam mỹ
boar	n	bɔ:	lợn đực
board	n	bɔ:d	tấm ván
boarder	n	'bɔ:də	người ăn cơm tháng
boarding	n	'bɔ:diɳ	sự lót ván, sự lát ván
boardroom	n		phòng họp của ban giám đốc
boardwalk	n		lối đi có lót ván
boast	n	boust	lời nói khoác
boaster	n	'boustə	người hay khoe khoang, người hay khoác l
boastful	a	'boustful	thích khoe khoang, khoác lác
boastfulness	n	'boustfulnis	tính hay khoe khoang, tính hay khoác lác
boat	n	bout	tàu thuyền
boatful	n	'boutful	vật chở trong thuyền
boathouse	n		nhà thuyền
boating	n	'boutiɳ	sự đi chơi bằng thuyền
boatman	n	'boutmən	người chèo thuyền, người giữ thuyền
boatswain	n	'bousn/ (bo's'n) /'bousn/ (bo'sun) /'bousn	viên quản lý neo buồm
bob	n	bɔb	quả lắc, cục chì
bobbery	n	'bɔbəri	tiếng ồn ào, tiếng om sòm
bobbin	n	'bɔbin	ông chỉ, suốt chỉ
bobbish	a	'bɔbiʃ	nhanh nhẹn, lanh lợi pretty bobbish)
bobble	n		quả cầu bằng len đính trên mũ
bobby	n	'bɔbi	cảnh sát
bobcat	n	'bɔbkæt	linh miêu Mỹ
bobtail	n	'bɔbteil	đuôi cộc
boche	n		số nhiều boches
bock	n	bɔk	bia đen
bod	n		người
bode	v	boud	báo trước
bodeful	a	'boudful	báo điềm gở, gở
bodega	n	bou':di:gə	cửa hàng rượu vang
bodhisattva	n		bồ tát
bodice	n	'bɔdis	vạt trên
bodied	a	'bɔdid	có thân thể ở từ ghép)
bodiless	a	'bɔdilis	vô hình, vô thể
bodily	a	'bɔdili	thể xác, xác thịt
boding	n	'boudiɳ	điềm, triệu
bodkin	n	'bɔdkin	cái xỏ dây, cái xỏ băng vải
body	n	'bɔdi	thân thể, thể xác
bodyguard	n		người hoặc nhóm người có nhiệm vụ bảo vệ
bodywork	n	'bɔdiwə:k	thân xe
boeotian	a	bi'ouʃjən	ngu đần, đần độn
boer	n		người Phi gốc Hà Lan
boffin	n	'bɔfin	nhà nghiên cứu
bog	n	bɔg	vũng lây, đầm lầy
bogey	n	'bougi/ (bogey) /'bougi	ma quỷ, yêu quái
bogeyman	n		một người hoặc vật kinh khiếp
boggle	v	'bɔgl	chùn lại, do dự
boggy	a	'bɔgi	lầy lội, bùn lầy
bogie	n	'bougi	giá chuyển hướng
bogle	n	'bougl	ma quỷ, yêu quái
bogus	a	'bougəs	hư, ma giả, không có thật
bogy	n	'bougi/ (bogey) /'bougi	ma quỷ, yêu quái
bohemian	a	bou'hi:mjən	Bô-hem
boil	n	bɔil	nhọt, đinh
boiler	n	'bɔilə	người đun
boiling	n	'bɔiliɳ	sự sôi
boisterous	a	'bɔistərəs	hung dữ, dữ dội
boisterousness	n	'bɔistərəsnis	tính hung dữ, tính dữ dội
boko	n	'boukou	mũi
bold	a	bould	dũng cảm, táo bạo
boldly	d		táo bạo, liều lĩnh
boldness	n	'bouldnis	tính dũng cảm, tính táo bạo
bole	n	boul	thân
bolero	n	bə'leərou	điệu nhảy bôlêrô
bolide	n	'boulaid	sao băng
boll	n	boul	quả nang
bollard	n	'bɔləd	cọc buộc tàu thuyền
bollocks	n		tinh hoàn
bolo	n		số nhiều bolos
bolometer	n	bou'lɔmitə	cái đo xạ năng bôlômet
boloney	n	bə'louni	điều nhảm nhí xằng bậy, chuyện vớ vẩn
bolshevik	n	'bɔlʃivik	người bônsêvíc, đảng viên đảng cộng sản
bolshevism	n	'bɔlʃivizm	chủ nghĩa bônsêvíc
bolshevist	n	'bɔlʃivist	người bônsêvíc
bolshevize	v	'bɔlʃivaiz	bônsêvíc hoá, làm cho thấm nhuần chủ ngh
bolster	n	'boulstə	gối ống
bolt	n	boult	cái sàng, máy sàng
bolter	n	'boultə	máy sàng
bolus	n	'bouləs	viên thuốc to
bomb	n	bɔm	quả bom
bombard	v	bɔm'bɑ:d	bắn phá, ném bom
bombardier	n	,bɔmbə'diə	pháo thủ
bombardment	n	bɔm'bɑ:dmənt	sự bắn phá, sự ném bom
bombardon	n	bɔm'bɑ:dn	ken trầm
bombasine	n	'bɔmbəsi:n/ (bombazine) /'bɔmbəzi:n	vải, chéo go
bombast	n	'bɔmbæst	lời nói khoa trương, giọng văn khoa trươ
bombastic	a	bɔm'bæstik	khoa trương
bombazine	n	'bɔmbəsi:n/ (bombazine) /'bɔmbəzi:n	vải, chéo go
bombed	a		say rượu hoặc ma túy
bomber	n	'bɔmə	máy bay ném bom
bombing	n		việc ném bom
bombshell	n		tạc đạn
bombshelter	n	'bɔm,ʃeltə	hầm trú ẩn
bonanza	n	bou'nænzə	sự phát đạt, sự thịnh vượng
bonce	n	bɔns	hòn bi to
bond	n	bɔnd	dây đai, đay buộc
bondage	n	'bɔndidʤ	cảnh nô lệ
bonded	a	'bɔndid	ở trong kho
bonding	n		sự kết nối
bondman	n	'bɔndmən/ (bondsman) /'bɔndzmen	người nô lệ & )
bondsman	n	'bɔndmən/ (bondsman) /'bɔndzmen	người nô lệ & )
bone	n	boun	xương
boned	a	bound	có xương ở từ ghép)
bonedust	n	'bounmi:l/ (bonedust) /'boundʌst	bột xương
boner	n	'bounə	lầm lỗi, sự sai lầm ngớ ngẩn
bonfire	n	'bɔn,faiə	lửa mừng
bong	n		tiếng boong phát ra từ chuông lớn
bongo	n		cái trống nhỏ được gõ bằng tay
bonito	n	bɔ'ni:tou	cá ngừ
bonkers	a		điên dại, loạn óc
bonne	n	bɔn	cô giữ trẻ
bonnet	n	'bɔnit	mũ bê-rê, mũ phụ nữ
bonny	a	'bɔni	đẹp, xinh
bonsai	n		cây cảnh
bonus	n	'bounəs	tiền thưởng
bony	a	'bouni	nhiều xương
bonze	n	bɔnz	nhà sư
bonzer	a	'bɔnzə	) cừ, tuyệt
boo	i	bu:/ (booh) /bu:	ê, ê, ê!
boob	n	bu:b	người ngốc nghếch, người khờ dại
booby	n	'bu:bi	người vụng về, người khờ dại
boodle	n	'bu:bl	bọn, đám
booh	i	bu:/ (booh) /bu:	ê, ê, ê!
boohoo	n	bu:'hu:	tiếng khóc hu hu
book	n	buk	sách
bookbinder	n	'buk,baində	thợ đóng sách
bookbinding	n	'buk,baindiɳ	sự đóng sách
bookcase	n	'bukkeis	tủ sách
booker	n		xem book
bookie	n	'buki/ (book-maker) /'bu:t,meikə	maker)
bookish	a	'bukiʃ	ham đọc sách
bookishness	n	'bukiʃnis	tính ham đọc sách
bookkeeping	n		kế toán, nội dịch
booklet	n	'buklit	cuốn sách nhỏ
bookmaker	n		người đánh cá ngựa thuê chuyên nghiệp
bookman	n	'bukmən	học giả
bookmark	n		thẻ đánh dấu trang sách
bookmobile	n	'buk,moubail	ô tô thư viện lưu động
bookseller	n	'buk,selə	người bán sách
bookselling	n	'buk,seliɳ	nghề bán sách
bookshelf	n		giá sách, kệ sách
bookshop	n	'bukʃɔp	hiệu sách
bookstall	n	'bukstɔ:l	quán bán sách, quầy bán sách
bookstoken	n	'buk,toukən	phiếu mua sách
bookstore	n	bukstɔ:	hiệu sách
bookworm	n	'bukwə:m	mọt sách & )
boom	n	bu:m	sào căng buồm
boomer	n	'bu:mə	con canguru đực
boomerang	n	'bu:məræɳ	vũ khí bumơrang
boomster	n	'bu:mstə	, kẻ đầu cơ
boon	n	bu:n	mối lợi, lợi ích
boor	a	buə	người cục mịch, người thô lỗ
boorish	a	'buəriʃ	cục mịch, thô lỗ
boorishness	n	'buəriʃnis	tính cục mịch, tính thô lỗ
boost	n	bu:st	sự quảng cáo rùm beng
booster	n	'bu:stə	người nâng đỡ, người ủng hộ
boot	n	bu:t	to boot thêm vào đó, nữa
bootback	v	'bu:tblæk	người đánh giày
booted	n		mang giầy kiểu nào đó
bootee	n	'bu:ti:	giày ống nhẹ
booth	n	bu:ð	quán, rạp
bootlace	n	'bu:tleis	dây giày
bootleg	n	'bu:tleg	ống giày ống
bootlegger	n	'bu:t,legə	người bán rượu lậu
bootless	a	'bu:tlis	vô ích
bootlick	v	'bu:tlik	liếm gót, bợ đỡ
bootlicker	n	'bu:t,likə	kẻ liếm gót, kẻ bợ đỡ
bootmaker	n	'bu:t,meikə	thợ đóng giày ống
boots	n	bu:ts	người đánh giày
booty	n	'bu:ti	của cướp được
booze	n	bu:z/ (bouse) /bu:z	sự say sưa, bữa rượu tuý luý
boozer	n		người uống nhiều rượu
boozy	a	'bu:zi	say sưa tuý luý
bop	n	bɔp	, cú đấm
bora	n	'bɔ:rə	gió bora
boracic	a	bə'ræsik	boric
borate	n	'bɔ:reit	borat
borax	n	'bɔ:ræks	borac, natri-tetraborat
bordeaux	n	bɔ:'dou	rượu vang boocđô
bordello	n	bɔ:'delou	nhà thổ, nhà chứa
border	n	'bɔ:də	bờ, mép, vỉa, lề
borderer	n	bɔ:dərə	người ở vùng biên giới
borderland	n	'bɔ:dəlænd	vùng biên giới
borderline	n		đường biên giới, giới tuyến
bore	n	bɔ:	lỗ khoan
boreal	a	'bɔ:riəl	bắc
boreas	n	'bɔriæs	thần gió bấc
borecole	n	'bɔ:koul	cải xoăn
boredom	n	'bɔ:dəm	nỗi buồn tẻ, nỗi buồn chán
borer	n	'bɔ:rə	người khoan, người đào
boric	n	'bɔ:rik	boric
boring	n	'bɔ:riɳ	sự khoan, sự đào
born	a	bɔ:n	bẩm sinh, đẻ ra đã là
borne	v	beə	mang, cầm
boron	n	'bɔ:rɔn	Bo
borough	n	'bʌrə	thành phố, thị xã
borrow	v	'bɔrou	vay, mượn
borrowed	a	'bɔroud	vay, mượn
borrower	n	'bɔrouə	người đi vay, người đi mượn
borrowing	n	'bɔrouiɳ	sự vay mượn
borsch	n	bɔrʃtʃ	boocsơ, xúp củ cải đỏ
bort	n	bɔ:t	mảnh vụn kim cương
borzoi	n	'bɔ:zɔi	giống chó booczôi
bos	n	bɔs/ (boss) /bɔs	phát bắn trượt bos shot)
boscage	n	'bɔskidʤ/ (boskage) /'bɔskidʤ	lùm cây
bosh	n	bɔʃ	bụng lò cao
bosk	n	bɔsk/ (bosquet) /'bɔskit	rừng nhỏ, lùm cây
boskage	n	'bɔskidʤ/ (boskage) /'bɔskidʤ	lùm cây
bosket	n	'bɔskit	bosk
bosky	a	'bɔski	nhiều cây, rậm rạp
bosom	n	'buzəm	ngực
bosquet	n	bɔsk/ (bosquet) /'bɔskit	rừng nhỏ, lùm cây
boss	n	bɔs	ông chủ, thủ trưởng
bossy	a	'bɔsi	có bướu lồi ra
botanic	a	bə'tænik/ (botanical) /bə'tænikəl	thực vật học
botanical	a	bə'tænik/ (botanical) /bə'tænikəl	thực vật học
botanist	n	'bɔtənist	nhà thực vật học
botanize	v	'bɔtənaiz	tìm kiếm thực vật, nghiên cứu thực vật
botany	n	'bɔtəni	thực vật học
botch	n	bɔtʃ	việc làm vụng, việc làm hỏng
both	n	bouθ	cả hai
bother	n	'bɔðə	điều bực mình, điều khó chịu
botheration	n	,bɔðə'reiʃn	điều buồn bực, điều phiền muộn
bothersome	a	'bɔðəsəm	làm khó chịu, gây phiền
bothie	n	'bɔθi/ (bothy) /'bɔθi	cái lều
bothy	n	'bɔθi/ (bothy) /'bɔθi	cái lều
bottle	n	'bɔtl	chai, lọ
bottleneck	n		đường hẹp, trở ngại
bottom	n	'bɔtəm	phần dưới cùng, đáy
bottomless	a	'bɔtəmlis	không có đáy
bottommost	a	'bɔtəmmoust	ở dưới cùng
bottomry	n	'bɔtəmri	sự mượn tiền lấy tàu làm đảm bảo
botulin	n	'bɔtjulin	bôtulin
botulism	n	'bɔtjulizm	chứng ngộ độc thịt
boudoir	n	'bu:dwɑ:	buồng the, phòng khuê
bough	n	bau	cành cây
bought	v	bai	mua
bougie	n	'bu:ʤi:	cây nến
bouillabaisse	n		món buiabet
bouillon	n	'bu:jʤ:ɳ	nước canh thịt
boulder	n	'bouldə/ (bowlder) /'bouldə	tảng đá mòn
boulevard	n	'bu:lvɑ:	đại lộ, đường lớn
boult	v	boult	sàng, rây
boulter	n	'boultə	dây câu dài nhiều lưỡi
bounce	n	'bauns	sự nảy lên, sự bật lên
bouncer	n	'baunsə	vật nảy lên, người nhảy lên
bouncing	a	'bausiɳ	to lớn, to gộ
bouncy	a		có khả năng nẩy, nẩy tốt
bound	n	baund	biên giới
boundary	n	'baundəri	đường biên giới, ranh giới
bounded	n		bị chặn
bounden	a	'baundən	in bounden duty vì nhiệm vụ bắt buộc
bounder	n	'baundə	anh chàng bất lịch sự hay đùa tếu
boundless	a	'baundlis	bao la, bát ngát
bounteous	a	'bauntiəs/ (bountiful) /'bauntiful	rộng rãi, hào phóng
bounteousness	n	'bauntiəsnis	tính rộng rãi, tính hào phóng
bountiful	a	'bauntiəs/ (bountiful) /'bauntiful	rộng rãi, hào phóng
bounty	n	'baunti	lòng rộng rãi, tính hào phóng
bouquet	n	'bukei	bó hoa
bourbon	n	'buəbən	kẻ phản động
bourgeois	n	'buəʤwa:	người tư sản
bourgeoisie	n	,buəʤwa:'zi:	giai cấp tư sản
bourgeon	n	'bə:dʤən/ (bourgeon) /'bə:dʤən	chồi
bourn	n	buən	dòng suối nhỏ
bourne	n	buən	dòng suối nhỏ
bourse	n	buəs	thị trường chứng khoán Pa-ri, thị trường
bouse	n	bu:z/ (bouse) /bu:z	sự say sưa, bữa rượu tuý luý
bout	n	baut	lần, lượt
boutique	n		cửa hàng nhỏ bán quần áo và các mặt hàng
bovine	a	'bouvain	giống bò, như bò
bovril	n	'bɔvril	nước thịt ép, nước thịt hầm
bow	n	bou	cái cung
bowdlerise	v	'baudləraiz/ (bowdlerize) /'baudləraiz	lược bỏ, cắt bỏ
bowdlerize	v	'baudləraiz/ (bowdlerize) /'baudləraiz	lược bỏ, cắt bỏ
bowed	a		có hình thức cong như cái cung
bowel	n	'bauəl	ruột
bower	n	'bauə	lùm cây, nhà nghỉ mát trong kùm cây
bowery	a	'bauəri	có bóng mát, có những lùm cây
bowing	n		kỹ thuật kéo vự
bowl	n	boul	cái bát
bowlder	n	'bouldə/ (bowlder) /'bouldə	tảng đá mòn
bowler	n	'bouldə	người chơi bóng gỗ, người chơi ki
bowling	n		trò chơi lăn bóng gỗ
bowman	n	'boumən	người bắn cung
bowpot	n	'baupɔt/ (bowpot) /'baupɔt	lọ hoa
bowshot	n	'baupɔt	tầm tên
bowsprit	n	'bousprit	rầm néo buồm
bowstring	n	'boustriɳ	dây cung
bowyer	n	'boujə	người làm cung
box	n	bɔks	hộp, thùng
boxer	n	'bɔksə	võ sĩ quyền Anh
boxful	n	'bɔksful	hộp, thùng
boxing	n	'bɔksiɳ	quyền thuật, quyền Anh
boxom	a	'bʌksəm	tròn trĩnh, nở nang
boxwood	n	'bɔkswud	gỗ hoàng dương
boy	n	bɔi	con trai, thiếu niên
boycott	n	'bɔikət	sự tẩy chay
boyfriend	n		bạn trai
boyhood	n	'bɔihud	thời niên thiếu
boyish	a	'bɔiiʃ	trẻ con, như trẻ con
boyishness	n	'bɔiiʃnis	tính trẻ con
boyo	n		gã trai
bozo	n		gã đàn ông, thằng cha
bp	n		Công ty dầu lửa Anh quốc
br	n		Hoả xa Anh quốc
bra	n	brɑ:	của brassière) cái nịt vú, cái yếm
brace	n	breis	vật nối
bracelet	n	'breislit	vòng tay, xuyến
bracer	n	'breise	cái bao cổ tay
braces	n		dấu ngoặc ôm
brachial	a	'breikjəl	cánh tay, giống cánh tay
brachiopod	n	'brækiəpɔd	động vật tay cuộn
brachycephalic	a	,brækike'fælik	có đầu ngắn
brachylogy	n	brə'kilədʤi	tính khúc chiết, tính cô đông lại
bracing	a	'breisiɳ	làm cường tráng, làm khoẻ mạnh
bracken	n	'brækən/ (brake) /breik	cây dương xỉ diều hâu
bracket	n	'brækit	côngxon, rầm chia
brackish	a	'brækiʃ	hơi mặn, mằn mặn
bract	n	brækt	lá bắc
bracteal	a	'bræktiəl	lá bắc
bracteate	a	'bræktiit	có lá bắc
bracteole	n	'bræktioul/ (bractlet) /'bræktlet	lá bắc con
bractlet	n	'bræktioul/ (bractlet) /'bræktlet	lá bắc con
brad	n	bræk	đinh nhỏ đầu
bradawl	n	'brædɔ:l	cái giùi
brae	n	brei	bờ dốc
brag	n	bræg	sự khoe khoang khoác lác
braggadocio	n	,brægə'doutʃiou	sự khoe khoang khoác lác, lời khoe khoan
braggart	n	'brægət	người khoe khoang khoác lác
brahman	n	'brɑ:min/ (brahman) /'brɑ:mən	người Bà la môn
brahmanism	n	'brɑ:minizm/ (brahmanism) /'brɑ:mənizm	đạo Bà la môn
brahmin	n	'brɑ:min/ (brahman) /'brɑ:mən	người Bà la môn
brahminee	a	'brɑ:mini:	đạo Bà la môn
brahminism	n	'brɑ:minizm/ (brahmanism) /'brɑ:mənizm	đạo Bà la môn
braid	n	breid	dải viền
brail	n	breil	dây cuộn buồm
braille	n	breil	hệ thống chữ Bray
brain	n	brein	óc, não
brainchild	n		ý kiến, sự phát minh
brainless	a	'breinlis	ngu si, đần độn
brainstorm	n		sự náo động tâm tư bất thần dữ dội, sự x
brainstorming	n		động não, thảo luận góp ý
brainwash	v		tẩy não
brainwashing	n		sự tẩy não
brainwave	n		nguồn cảm hứng thình lình, ý kiến hay bấ
brainy	a	'breini	thông minh, có đầu óc
braird	n	breəd	mầm non
braise	n	breiz	thịt om
brake	n	breik	bụi cây
brakeman	n	'breikmən/ (brakesman) /'breiskmən	người gác phanh
brakesman	n	'breikmən/ (brakesman) /'breiskmən	người gác phanh
bramble	n	'bræmbl	bụi gai
brambling	n	'bræmbliɳ	chim xẻ núi
brambly	a	'bræmbli	nhiều bụi gai
bran	n	bræn	cám
brancard	n	'bræɳkəd	xe băng ca, xe cáng tải thương
branch	n	brɑ:ntʃ	cành cây
branchia	n	'bræɳkiə/ (branchiae) /'bræɳkii:	mang
branchiae	n	'bræɳkiə/ (branchiae) /'bræɳkii:	mang
branchial	a	'bræɳkiəl	mang, như mang
branchiate	a	'brækieit	có mang
branching	n		rẽ nhánh
branchless	a	'brɑ:ntʃlis	không có cành
branchy	a	'brɑ:ntʃi	nhiều cành
brand	n	brænd	nhãn
brandish	v	'brændiʃ	khua, vung gươm...)
brandy	n	'brændi	rượu branđi, rượu mạnh
brant	n	'brent/ (brent-goose) /'brent'gu:s/ (brant) /'brænt/ (brant-goose) /'brænt'gu:s	goose)
brash	n	bræʃ	đống gạch đá vụn, đống mảnh vỡ
brass	n	brɑ:s	đồng thau
brassage	n	'bræsidʤ	thuế đúc tiền
brassard	n	bræ'sɑ:d	băng tay
brasserie	n	'bræsəri	phòng uống bia, quán bia ngoài trời
brassie	a	'brɑ:si	giống đồng thau, làm bằng đồng thau
brassy	a	'brɑ:si	giống đồng thau, làm bằng đồng thau
brat	n	bræt	, giuồm ghiện ỗn['brætis]
brattice	n	'brætis	vách điều hoà gió
bratwurst	n		món xúc xích lợn để rán
bravado	n	brə'vɑ:dou	sự làm ra vẻ can đảm, sự làm ra vẻ bạo d
brave	n	breiv	chiến sĩ da đỏ
bravely	d		dũng cảm, gan góc
bravery	n	'breivəri	tính gan dạ, tính can đảm
bravo	n	'brɑ:'vou	kẻ đi giết người thuê
brawl	n	brɔ:l	sự cãi lộn ầm ỹ
brawler	n	'brɔ:lə	người hay cãi nhau
brawn	n	brɔ:n	bắp thịt, sức mạnh của bắp thịt
brawniness	n	'brɔ:ninis	sự khoẻ mạnh, sự rắn chắc
brawny	a	'brɔ:ni	khoẻ mạnh, rắn chắc
bray	n	brei	tiếng be be
brazen	a	'breizn	bằng đồng thau, như đồng thau
brazier	n	'breizjə	lò than
breach	n	bri:tʃ	lỗ đạn, lỗ thủng
bread	v	bred	làm thủng
breadth	n	bredθ	bề ngang, bề rộng
breadthways	d	'bredθweiz/ (breadthwise) /'bredθwaiz	theo bề ngang
breadthwise	d	'bredθweiz/ (breadthwise) /'bredθwaiz	theo bề ngang
break	n	breik	xe vực ngựa
breakable	a	'breikəbl	dễ vỡ, dễ gãy
breakables	n	'breikəblz	đồ dễ vỡ
breakage	n	'breikidʤ	chỗ nứt, đoạn nứt
breakaway	n		sự ly khai
breakdown	n	'breikdaun	sự hỏng máy
breaker	n	'breikə	người bẻ gãy, người đập vỡ
breakfast	n	'brekfəst	bữa ăn sáng, bữa điểm tâm
breaking	n		cắt, ngắt
breakneck	a	'breiknek	nguy hiểm, dễ gây ra tai nạn
breakthrough	n		sự chọc thủng phòng tuyến
breakup	n		vỡ
breakwater	n	'breik,wɔ:tə	đê chắn sóng
bream	n	bri:m	cá vền
breast	n	brest	ngực
breastbone	n	'brestboun	xương ức
breastplate	n	'brestpleit	giáp che ngực
breastwork	n	'brestwə:k	công sự nổi
breath	n	breθ	hơi thở, hơi
breathable	n		xem breathe
breathe	v	bri:ð	hít, thở
breather	n	'bri:ðə	sinh vật, người sống
breathing	n	'bri:ðiɳ	sự thở, sự hô hấp
breathless	a	'breθlis	hết hơi, hổn hển
breathlessly	d	'breθlisli	hết hơi, hổn hển
breathtaking	a		hấp dẫn, ngoạn mục
bred	n	bri:d	nòi, giống
bree	n		nước luộc thịt
breech	n	bri:tʃ	khoá nòng
breeches	n	'britʃiz	quần ống túm
breed	n	bri:d	nòi, giống
breeder	n	'bri:də	người gây giống, người chăn nuôi
breeding	n	'bri:diɳ	sự sinh sản
breeze	n	bri:z	ruồi trâu
breeziness	n	'bri:zinis	tình trạng có gió hiu hiu
breezy	a	'bri:zi	có gió hiu hiu
brekker	n	'brekə	bữa ăn sáng, bữa điểm tâm
bren	n	bren/ (bren_gun) /'brengʌn	súng breen
brent	n	'brent/ (brent-goose) /'brent'gu:s/ (brant) /'brænt/ (brant-goose) /'brænt'gu:s	goose)
brethren	n	'breðrin	anh em đồng ngũ, anh em đồng nghiệp
brevet	n	'brevit	hàm
